Jogador;Vetor_Estacionario
Zambo Anguissa;0.118
Amir Rrahmani;0.104
Juan Jesus;0.101
Giovanni Di Lorenzo;0.098
Natan;0.096
Khvicha Kvaratskhelia;0.095
Piotr Zielinski;0.092
Stanislav Lobotka;0.084
Matteo Politano;0.073
Eljif Elmas;0.048
Alex Meret;0.025
Jens Cajuste;0.021
Giacomo Raspadori;0.017
Giovanni Simeone;0.009
Victor Osimhen;0.009
Alessandro Zanoli;0.008
