Jogador;Vetor_Estacionario
Ilkay Gundogan;0.153
Pau Cubarsi;0.137
Joao Cancelo;0.106
Jules Kounde;0.094
Ronald Araujo;0.084
Lamine Yamal;0.076
Marc-Andre ter Stegen;0.068
Raphinha;0.059
Sergi Roberto;0.053
Robert Lewandowski;0.049
Fermin Lopez;0.047
Oriol Romeu;0.035
Andreas Christensen;0.03
Joao Felix;0.008
