Jogador;Vetor_Estacionario
Kieran Trippier;0.162
Fabian Schar;0.12
Joelinton;0.109
Bruno Guimaraes;0.107
Jamaal Lascelles;0.099
Sean Longstaff;0.092
Tino Livramento;0.083
Joe Willock;0.079
Miguel Almiron;0.065
Lewis Hall;0.041
Anthony Gordon;0.029
Nick Pope;0.006
Callum Wilson;0.005
