Jogador;Vetor_Estacionario
Alexander Bah;0.132
Fredrik Aursnes;0.121
Joao Neves;0.103
Antonio Silva;0.097
David Neres;0.088
Nicolas Otamendi;0.08
Rafa Silva;0.072
David Jurasek;0.065
Orkun Kokcu;0.058
Joao Mario;0.051
Arthur Cabral;0.042
Anatoliy Trubin;0.038
Tiago Gouveia;0.02
Juan Bernat;0.015
Petar Musa;0.01
Chiquinho;0.007
