Jogador;Vetor_Estacionario
Elias Jelert;0.157
Rasmus Falk;0.141
Mohamed Elyounoussi;0.116
Scott McKenna;0.097
Denis Vavro;0.092
Kevin Diks;0.077
Magnus Mattsson;0.077
Kamil Grabara;0.068
Viktor Claesson;0.06
Elias Achouri;0.059
Diogo Goncalves;0.026
Andreas Cornelius;0.023
Jordan Larsson;0.009
