Jogador;Vetor_Estacionario
Cheikh Niasse;0.146
Loris Benito;0.145
Anthony Racioppi;0.116
Ulisses Garcia;0.112
Filip Ugrinic;0.105
Mohamed Ali Camara;0.101
Sandro Lauper;0.056
Aurele Amenda;0.055
Saidy Janko;0.054
Meschack Elia;0.04
Noah Persson;0.039
Cedric Itten;0.028
Silvere Ganvoula;0.003
