Jogador;Vetor_Estacionario
Kieran Trippier;0.126
Tino Livramento;0.122
Joelinton;0.12
Bruno Guimaraes;0.117
Lewis Miley;0.098
Miguel Almiron;0.093
Anthony Gordon;0.092
Fabian Schar;0.089
Alexander Isak;0.067
Jamaal Lascelles;0.042
Nick Pope;0.036
