Jogador;Vetor_Estacionario
Abdulkerim Bardakci;0.129
Davinson Sanchez;0.116
Angelino;0.101
Fernando Muslera;0.096
Lucas Torreira;0.095
Sacha Boey;0.084
Kerem Akturkoglu;0.083
Kaan Ayhan;0.082
Hakim Ziyech;0.075
Wilfried Zaha;0.067
Mauro Icardi;0.032
Sergio Oliveira;0.015
Mateus Tete;0.01
Baris Yilmaz;0.006
Victor Nelsson;0.005
Cedric Bakambu;0.002
