Jogador;Vetor_Estacionario
Strahinja Pavlovic;0.148
Samson Baidoo;0.141
Luka Sucic;0.112
Oscar Gloukh;0.109
Amar Dedic;0.088
Alexander Schlager;0.079
Mads Bidstrup;0.066
Karim Konate;0.05
Lucas Gourna-Douath;0.05
Andreas Ulmer;0.047
Nicolas Capaldo;0.047
Roko Simic;0.036
Amankwah Forson;0.015
Dorgeles Nene;0.009
Petar Ratkov;0.003
