Jogador;Vetor_Estacionario
Bruno Guimaraes;0.158
Miguel Almiron;0.117
Joelinton;0.11
Fabian Schar;0.108
Jamaal Lascelles;0.085
Tino Livramento;0.082
Lewis Miley;0.076
Kieran Trippier;0.056
Anthony Gordon;0.051
Martin Dubravka;0.051
Alexander Isak;0.034
Sean Longstaff;0.028
Callum Wilson;0.025
Dan Burn;0.019
