Jogador;Vetor_Estacionario
Facundo Medina;0.125
Salis Samed;0.116
Florian Sotoca;0.114
Przemyslaw Frankowski;0.11
Deiver Machado;0.086
Adrien Thomasson;0.082
Nampalys Mendy;0.074
Jonathan Gradit;0.07
Brice Samba;0.063
Kevin Danso;0.056
Elye Wahi;0.031
Angelo Fulgini;0.021
Wesley Said;0.02
Massadio Haidara;0.018
Morgan Guilavogui;0.012
