Jogador;Vetor_Estacionario
Andreas Christensen;0.133
Ilkay Gundogan;0.132
Ronald Araujo;0.131
Joao Cancelo;0.123
Pedri;0.058
Lamine Yamal;0.056
Oriol Romeu;0.05
Raphinha;0.05
Joao Felix;0.048
Marcos Alonso;0.045
Alex Balde;0.04
Ferran Torres;0.038
Gavi;0.034
Robert Lewandowski;0.024
Fermin Lopez;0.021
Marc-Andre ter Stegen;0.019
