Jogador;Vetor_Estacionario
Julian Ryerson;0.123
Mats Hummels;0.111
Ramy Bensebaini;0.098
Nico Schlotterbeck;0.09
Emre Can;0.085
Marcel Sabitzer;0.081
Niclas Fullkrug;0.066
Marco Reus;0.064
Gregor Kobel;0.061
Donyell Malen;0.056
Karim Adeyemi;0.045
Jamie Bynoe-Gittens;0.04
Julian Brandt;0.034
Salih Ozcan;0.032
Marius Wolf;0.014
