Jogador;Vetor_Estacionario
Diogo Leite;0.178
Sheraldo Becker;0.125
Aissa Laidouni;0.103
Paul Jaeckel;0.082
Jerome Roussillon;0.077
Frederik Ronnow;0.071
David Fofana;0.066
Leonardo Bonucci;0.063
Janik Haberer;0.052
Rani Khedira;0.039
Josip Juranovic;0.036
Brenden Aaronson;0.032
Christopher Trimmel;0.026
Alex Kral;0.023
Lucas Tousart;0.021
Robin Gosens;0.006
