Jogador;Vetor_Estacionario
William Saliba;0.176
Gabriel Magalhaes;0.137
Declan Rice;0.123
Martin Odegaard;0.108
Jakub Kiwior;0.095
Ben White;0.076
Bukayo Saka;0.072
Gabriel Martinelli;0.069
Kai Havertz;0.06
Leandro Trossard;0.036
Jorginho;0.025
David Raya;0.024
