Jogador;Vetor_Estacionario
Rodri;0.184
Josko Gvardiol;0.143
Manuel Akanji;0.126
Nathan Ake;0.087
Phil Foden;0.084
Ruben Dias;0.059
Bernardo Silva;0.052
Rico Lewis;0.049
Jeremy Doku;0.045
Stefan Ortega;0.041
Jack Grealish;0.036
Julian Alvarez;0.035
Kyle Walker;0.032
Erling Haaland;0.021
Sergio Gomez;0.005
