Jogador;Vetor_Estacionario
Kevin Diks;0.168
Rasmus Falk;0.164
Denis Vavro;0.112
Elias Jelert;0.104
Diogo Goncalves;0.062
Christian Sorensen;0.061
Viktor Claesson;0.058
Peter Ankersen;0.055
Elias Achouri;0.048
Mohamed Elyounoussi;0.04
Lukas Lerager;0.029
Kamil Grabara;0.023
Nicolai Boilesen;0.023
Roony Bardghji;0.021
Jordan Larsson;0.017
Orri Oskarsson;0.015
