Jogador;Vetor_Estacionario
Liam Scales;0.204
Cameron Carter-Vickers;0.166
Greg Taylor;0.142
Callum McGregor;0.106
Alistair Johnston;0.092
Matt O'Riley;0.056
Hyun-jun Yang;0.049
Paulo Bernardo;0.048
James Forrest;0.046
Mikey Johnston;0.035
Joe Hart;0.023
Kyogo Furuhashi;0.018
Hyeon-gyu Oh;0.01
David Turnbull;0.004
