Jogador;Vetor_Estacionario
Nico Schlotterbeck;0.131
Felix Nmecha;0.103
Mats Hummels;0.095
Julian Ryerson;0.082
Julian Brandt;0.081
Emre Can;0.073
Niklas Sule;0.063
Marco Reus;0.062
Karim Adeyemi;0.06
Marius Wolf;0.056
Niclas Fullkrug;0.048
Gregor Kobel;0.038
Ramy Bensebaini;0.037
Jamie Bynoe-Gittens;0.036
Donyell Malen;0.035
