Jogador;Vetor_Estacionario
Nico Schlotterbeck;0.124
Donyell Malen;0.113
Felix Nmecha;0.095
Marco Reus;0.093
Marius Wolf;0.086
Marcel Sabitzer;0.076
Mats Hummels;0.074
Ramy Bensebaini;0.067
Salih Ozcan;0.061
Niclas Fullkrug;0.058
Emre Can;0.057
Gregor Kobel;0.042
Karim Adeyemi;0.027
Giovanni Reyna;0.016
Sebastien Haller;0.01
