Jogador;Vetor_Estacionario
Kevin Danso;0.129
Jonathan Gradit;0.113
Przemyslaw Frankowski;0.104
Massadio Haidara;0.09
Nampalys Mendy;0.088
Angelo Fulgini;0.076
Facundo Medina;0.066
Brice Samba;0.056
Florian Sotoca;0.055
Elye Wahi;0.051
Salis Samed;0.04
Deiver Machado;0.033
Abdukodir Khusanov;0.032
Neil El Aynaoui;0.027
David Costa;0.023
Adrien Thomasson;0.017
