Jogador;Vetor_Estacionario
Koke;0.16
Rodrigo de Paul;0.148
Antoine Griezmann;0.126
Nahuel Molina;0.105
Axel Witsel;0.085
Stefan Savic;0.077
Mario Hermoso;0.075
Marcos Llorente;0.054
Javi Galan;0.036
Jan Oblak;0.033
Alvaro Morata;0.032
Rodrigo Riquelme;0.032
Saul Niguez;0.02
Angel Correa;0.018
