Jogador;Vetor_Estacionario
Pepe;0.199
David Carmo;0.149
Stephen Eustaquio;0.094
Alan Varela;0.074
Joao Mario;0.073
Andre Franco;0.071
Wendell;0.069
Diogo Costa;0.061
Galeno;0.049
Ivan Jaime;0.04
Mehdi Taremi;0.038
Zaidu Sanusi;0.035
Jorge Sanchez;0.028
Goncalo Borges;0.012
Nico Gonzalez;0.006
Francisco Conceicao;0.002
