Jogador;Vetor_Estacionario
Toni Kroos;0.153
Federico Valverde;0.1
Ferland Mendy;0.098
Eduardo Camavinga;0.094
Brahim Diaz;0.087
Antonio Rudiger;0.085
Nacho Fernandez;0.082
Vinicius Junior;0.075
Rodrygo;0.072
Lucas Vazquez;0.065
Luka Modric;0.026
Dani Carvajal;0.02
Andriy Lunin;0.017
Nicolas Paz;0.013
Fran Garcia;0.008
Kepa Arrizabalaga;0.003
Joselu;0.001
