Jogador;Vetor_Estacionario
Luis Alberto;0.158
Patric Gil;0.104
Adam Marusic;0.102
Alessio Romagnoli;0.099
Matias Vecino;0.094
Mattia Zaccagni;0.086
Luca Pellegrini;0.071
Daichi Kamada;0.055
Manuel Lazzari;0.051
Matteo Guendouzi;0.035
Felipe Anderson;0.032
Pedro Rodriguez;0.03
Gustav Isaksen;0.028
Ciro Immobile;0.026
Danilo Cataldi;0.018
Ivan Provedel;0.014
