Jogador;Vetor_Estacionario
Amar Dedic;0.113
Oscar Gloukh;0.11
Nicolas Capaldo;0.107
Alexander Schlager;0.104
Kamil Piatkowski;0.093
Dorgeles Nene;0.079
Luka Sucic;0.078
Strahinja Pavlovic;0.063
Andreas Ulmer;0.057
Mads Bidstrup;0.048
Karim Konate;0.041
Leandro Morgalla;0.038
Petar Ratkov;0.037
Amankwah Forson;0.027
Roko Simic;0.004
