Jogador;Vetor_Estacionario
Yaroslav Rakitskyi;0.154
Stav Lemkin;0.135
Novatus Miroshi;0.101
Yegor Nazaryna;0.092
Georgiy Sudakov;0.091
Yukhym Konoplya;0.075
Irakli Azarovi;0.058
Dmytro Riznyk;0.053
Oleksandr Zubkov;0.052
Artem Bondarenko;0.046
Danylo Sikan;0.045
Taras Stepanenko;0.03
Giorgi Gocholeishvili;0.019
Oleksiy Kashchuk;0.019
Kevin Kelsy ;0.018
Eguinaldo;0.011
