Jogador;Vetor_Estacionario
Rafael Leao;0.135
Christian Pulisic;0.13
Tijjani Reijnders;0.125
Theo Hernandez;0.108
Davide Calabria;0.105
Olivier Giroud;0.09
Yunus Musah;0.079
Ruben Loftus-Cheek;0.071
Malick Thiaw;0.066
Fikayo Tomori;0.065
Mike Maignan;0.026
