Jogador;Vetor_Estacionario
Nicolo Casale;0.146
Luis Alberto;0.135
Alessio Romagnoli;0.116
Adam Marusic;0.091
Mattia Zaccagni;0.08
Manuel Lazzari;0.062
Felipe Anderson;0.06
Matias Vecino;0.058
Elseid Hysaj;0.054
Nicolo Rovella;0.046
Matteo Guendouzi;0.045
Ivan Provedel;0.041
Ciro Immobile;0.025
Pedro Rodriguez;0.018
Taty Castellanos;0.017
Danilo Cataldi;0.004
