Jogador;Vetor_Estacionario
Eric Dier;0.145
Matthijs De Ligt;0.122
Joshua Kimmich;0.12
Jamal Musiala;0.095
Alphonso Davies;0.087
Leon Goretzka;0.076
Konrad Laimer;0.072
Manuel Neuer;0.062
Leroy Sane;0.058
Harry Kane;0.046
Serge Gnabry;0.044
Kingsley Coman;0.04
Raphael Guerreiro;0.033
