Jogador;Vetor_Estacionario
Patric Gil;0.143
Luis Alberto;0.111
Alessio Romagnoli;0.107
Felipe Anderson;0.096
Elseid Hysaj;0.084
Manuel Lazzari;0.067
Matias Vecino;0.062
Mattia Zaccagni;0.06
Ivan Provedel;0.058
Matteo Guendouzi;0.056
Daichi Kamada;0.043
Ciro Immobile;0.042
Taty Castellanos;0.029
Pedro Rodriguez;0.027
Nicolo Rovella;0.009
Luca Pellegrini;0.007
