Jogador;Vetor_Estacionario
Federico Dimarco;0.129
Benjamin Pavard;0.123
Alessandro Bastoni;0.12
Hakan Calhanoglu;0.112
Nicolo Barella;0.101
Henrikh Mkhitaryan;0.094
Lautaro Martinez;0.078
Francesco Acerbi;0.068
Yann Sommer;0.046
Marcus Thuram;0.041
Denzel Dumfries;0.031
Matteo Darmian;0.027
Alexis Sanchez;0.011
Kristjan Asllani;0.011
Carlos Augusto;0.007
