Jogador;Vetor_Estacionario
Rodri;0.153
Ruben Dias;0.125
Nathan Ake;0.122
Rico Lewis;0.112
Manuel Akanji;0.091
Mateo Kovacic;0.068
Matheus Nunes;0.065
Jack Grealish;0.062
Jeremy Doku;0.05
Ederson;0.048
Julian Alvarez;0.03
Bernardo Silva;0.026
Erling Haaland;0.021
Sergio Gomez;0.015
Kalvin Phillips;0.012
