Jogador;Vetor_Estacionario
Kieran Trippier;0.167
Sean Longstaff;0.121
Fabian Schar;0.105
Bruno Guimaraes;0.1
Sven Botman;0.093
Alexander Isak;0.082
Jacob Murphy;0.078
Dan Burn;0.059
Anthony Gordon;0.053
Sandro Tonali;0.049
Miguel Almiron;0.033
Nick Pope;0.026
Elliot Anderson;0.017
Callum Wilson;0.015
