Jogador;Vetor_Estacionario
Jules Kounde;0.132
Andreas Christensen;0.121
Ferran Torres;0.097
Alex Balde;0.093
Lamine Yamal;0.089
Oriol Romeu;0.074
Sergi Roberto;0.072
Ilkay Gundogan;0.064
Joao Cancelo;0.053
Pedri;0.051
Hector Fort;0.049
Marc Casado;0.026
Robert Lewandowski;0.025
Fermin Lopez;0.023
Inaki Pena;0.022
Marc Guiu;0.006
