Jogador;Vetor_Estacionario
In-beom Hwang;0.13
Aleksandar Dragovic;0.125
Srdjan Mijailovic;0.112
Osman Bukari;0.093
Guelor Kanga;0.092
Nasser Djiga;0.08
Uros Spajic;0.068
Omri Glazer;0.064
Kosta Nedeljkovic;0.058
Cherif Ndiaye;0.045
Vladimir Lucic;0.042
Peter Olayinka;0.035
Jovan Mijatovic;0.033
Aleksandar Katai;0.016
Milan Rodic;0.008
