Jogador;Vetor_Estacionario
Lucas Hernandez;0.137
Fabian Ruiz;0.135
Achraf Hakimi;0.123
Kang-In Lee;0.094
Milan Skriniar;0.088
Ousmane Dembele;0.085
Manuel Ugarte;0.084
Danilo Pereira;0.075
Kylian Mbappe;0.049
Vitinha Ferreira;0.042
Bradley Barcola;0.034
Gianluigi Donnarumma;0.018
Randal Kolo Muani;0.018
Marco Asensio;0.017
