Jogador;Vetor_Estacionario
Sergio Ramos;0.145
Nemanja Gudelj;0.136
Boubakary Soumare;0.132
Ivan Rakitic;0.111
Kike Salas;0.104
Oliver Torres;0.08
Djibril Sow;0.078
Juanlu Sanchez ;0.078
Adria Pedrosa;0.054
Marko Dmitrovic;0.049
Youssef En-Nesyri;0.028
Rafa Mir;0.004
