Jogador;Vetor_Estacionario
Stefan Savic;0.141
Mario Hermoso;0.133
Rodrigo de Paul;0.094
Nahuel Molina;0.086
Samuel Lino;0.083
Axel Witsel;0.078
Jose Gimenez;0.06
Saul Niguez;0.058
Caglar Soyuncu;0.056
Jan Oblak;0.042
Koke;0.036
Antoine Griezmann;0.033
Angel Correa;0.032
Memphis Depay;0.032
Cesar Azpilicueta;0.03
Alvaro Morata;0.006
