Jogador;Vetor_Estacionario
Kevin Kampl;0.133
David Raum;0.116
Castello Lukeba;0.115
Xaver Schlager;0.111
Mohamed Simakan;0.11
Benjamin Henrichs;0.067
Xavi Simons;0.062
Janis Blaswich;0.057
Christoph Baumgartner;0.047
Lois Openda;0.042
Emil Forsberg;0.036
Yussuf Poulsen;0.034
Dani Olmo;0.025
Timo Werner;0.023
Lukas Klostermann;0.019
Benjamin Sesko;0.004
