Jogador;Vetor_Estacionario
Antoine Griezmann;0.148
Samuel Lino;0.145
Koke;0.107
Marcos Llorente;0.1
Rodrigo de Paul;0.095
Cesar Azpilicueta;0.091
Nahuel Molina;0.075
Jose Gimenez;0.064
Alvaro Morata;0.058
Axel Witsel;0.05
Jan Oblak;0.031
Pablo Barrios ;0.025
Angel Correa;0.009
