Jogador;Vetor_Estacionario
Amadou Haidara;0.151
Benjamin Henrichs;0.126
Castello Lukeba;0.113
Dani Olmo;0.108
Xavi Simons;0.106
Xaver Schlager;0.091
David Raum;0.082
Willi Orban;0.072
Lois Openda;0.067
Benjamin Sesko;0.045
Peter Gulacsi;0.018
Christoph Baumgartner;0.009
Yussuf Poulsen;0.007
Eljif Elmas;0.002
Kevin Kampl;0.002
