Jogador;Vetor_Estacionario
Jonathan Gradit;0.131
Kevin Danso;0.113
Nampalys Mendy;0.109
Florian Sotoca;0.104
Facundo Medina;0.102
Przemyslaw Frankowski;0.095
Adrien Thomasson;0.072
Salis Samed;0.063
Brice Samba;0.062
Elye Wahi;0.062
Deiver Machado;0.052
Andy Diouf;0.019
Angelo Fulgini;0.016
