Jogador;Vetor_Estacionario
Kim Min-jae;0.162
Dayot Upamecano;0.14
Joshua Kimmich;0.095
Alphonso Davies;0.093
Leon Goretzka;0.084
Konrad Laimer;0.083
Sven Ulreich;0.076
Leroy Sane;0.072
Jamal Musiala;0.051
Harry Kane;0.049
Kingsley Coman;0.042
Serge Gnabry;0.029
Eric Choupo-Moting;0.022
Thomas Muller;0.003
