Jogador;Vetor_Estacionario
Dayot Upamecano;0.137
Joshua Kimmich;0.128
Kim Min-jae;0.12
Alphonso Davies;0.083
Leon Goretzka;0.083
Manuel Neuer;0.08
Jamal Musiala;0.069
Kingsley Coman;0.065
Harry Kane;0.06
Konrad Laimer;0.05
Noussair Mazraoui;0.043
Leroy Sane;0.041
Thomas Muller;0.022
Mathys Tel;0.013
Raphael Guerreiro;0.007
