Jogador;Vetor_Estacionario
Sergio Ramos;0.163
Nemanja Gudelj;0.146
Ivan Rakitic;0.126
Boubakary Soumare;0.117
Jesus Navas;0.07
Marcos Acuna;0.07
Orjan Nyland;0.07
Lucas Ocampos;0.057
Erik Lamela;0.047
Djibril Sow;0.04
Juanlu Sanchez ;0.037
Dodi Lukebakio;0.03
Youssef En-Nesyri;0.014
Mariano Diaz;0.011
