Jogador;Vetor_Estacionario
In-beom Hwang;0.108
Srdjan Mijailovic;0.103
Stefan Mitrovic;0.099
Marko Stamenic;0.096
Nasser Djiga;0.092
Aleksandar Dragovic;0.085
Osman Bukari;0.077
Omri Glazer;0.065
Mirko Ivanic;0.051
Milan Rodic;0.042
Peter Olayinka;0.041
Jean-Philippe Krasso;0.039
Cherif Ndiaye;0.037
Vladimir Lucic;0.033
Kings Kangwa;0.032
