Jogador;Vetor_Estacionario
Armando Obispo;0.16
Andre Ramalho;0.141
Mauro Junior ;0.117
Patrick van Aanholt;0.082
Walter Benitez;0.08
Jordan Teze;0.076
Johan Bakayoko;0.071
Malik Tillman;0.065
Ismael Saibari;0.059
Yorbe Vertessen;0.046
Ricardo Pepi;0.037
Isaac Babadi;0.033
Sergino Dest;0.02
Guus Til;0.012
