Jogador;Vetor_Estacionario
Fabio Cardoso;0.124
Pepe_14926;0.111
Zaidu Sanusi;0.104
Stephen Eustaquio;0.094
Diogo Costa;0.083
Alan Varela;0.072
Galeno;0.071
Mehdi Taremi;0.069
Pepe_66499;0.063
Jorge Sanchez;0.046
Evanilson;0.043
Andre Franco;0.037
Joao Mario;0.03
Francisco Conceicao;0.028
Marko Grujic;0.025
