Jogador;Vetor_Estacionario
Toby Alderweireld;0.166
Soumaila Coulibaly;0.147
Jelle Bataille;0.141
Jean Butez;0.103
Mandela Keita;0.076
Arbnor Muja;0.074
Arthur Vermeeren;0.063
Owen Wijndal;0.057
Michel-Ange Balikwisha;0.05
Jurgen Ekkelenkamp;0.039
Vincent Janssen;0.038
Alhassan Yusuf;0.019
Anthony Valencia;0.017
Van Den Bosch;0.007
George Ilenikhena;0.003
