Jogador;Vetor_Estacionario
Harry Maguire;0.143
Aaron Wan-Bissaka;0.12
Raphael Varane;0.107
Scott McTominay;0.094
Diogo Dalot;0.092
Andre Onana;0.089
Bruno Fernandes;0.074
Sofyan Amrabat;0.068
Alejandro Garnacho;0.067
Christian Eriksen;0.054
Marcus Rashford;0.046
Rasmus Hojlund;0.025
Jonny Evans;0.022
