Jogador;Vetor_Estacionario
Adria Pedrosa;0.113
Dodi Lukebakio;0.112
Sergio Ramos;0.101
Jesus Navas;0.094
Lucas Ocampos;0.09
Ivan Rakitic;0.089
Suso;0.071
Fernando;0.059
Oliver Torres;0.059
Youssef En-Nesyri;0.059
Nemanja Gudelj;0.055
Orjan Nyland;0.052
Marcos Acuna;0.022
Juanlu Sanchez ;0.014
Djibril Sow;0.01
