Jogador;Vetor_Estacionario
Joao Moutinho;0.139
Bruma;0.113
Victor Gomez;0.093
Rodrigo Zalazar;0.092
Ricardo Horta;0.089
Jose Fonte;0.073
Pizzi;0.073
Cristian Borja ;0.065
Simon Banza;0.055
Serdar Saatci;0.053
Al Musrati;0.052
Abel Ruiz;0.025
Matheus;0.023
Andre Horta;0.022
Joe Mendes;0.018
Rony Lopes;0.015
