Jogador;Vetor_Estacionario
Elias Achouri;0.154
Rasmus Falk;0.126
Elias Jelert;0.11
Birger Meling;0.106
Kevin Diks;0.105
Lukas Lerager;0.086
Mohamed Elyounoussi;0.082
Diogo Goncalves;0.071
Jordan Larsson;0.063
Denis Vavro;0.058
Kamil Grabara;0.033
Peter Ankersen;0.005
