Jogador;Vetor_Estacionario
Abdulkerim Bardakci;0.145
Victor Nelsson;0.114
Lucas Torreira;0.108
Angelino;0.103
Sacha Boey;0.098
Kerem Akturkoglu;0.064
Kerem Demirbay;0.051
Sergio Oliveira;0.048
Fernando Muslera;0.046
Mateus Tete;0.046
Hakim Ziyech;0.045
Wilfried Zaha;0.036
Mauro Icardi;0.032
Tanguy Ndombele;0.023
Dries Mertens;0.022
Baris Yilmaz;0.019
