Jogador;Vetor_Estacionario
Bruno Fernandes;0.111
Casemiro;0.104
Mason Mount;0.091
Raphael Varane;0.091
Victor Lindelof;0.09
Andre Onana;0.081
Christian Eriksen;0.081
Sofyan Amrabat;0.074
Diogo Dalot;0.072
Hannibal Mejbri;0.057
Marcus Rashford;0.057
Rasmus Hojlund;0.044
Alejandro Garnacho;0.029
Antony;0.016
