Jogador;Vetor_Estacionario
Tijjani Reijnders;0.14
Yacine Adli;0.128
Christian Pulisic;0.111
Theo Hernandez;0.108
Fikayo Tomori;0.094
Davide Calabria;0.092
Ruben Loftus-Cheek;0.077
Samuel Chukwueze;0.066
Rade Krunic;0.054
Malick Thiaw;0.053
Olivier Giroud;0.026
Mike Maignan;0.024
Chaka Traore;0.018
Luka Jovic;0.009
