Jogador;Vetor_Estacionario
Xavi Simons;0.114
Kevin Kampl;0.112
Castello Lukeba;0.109
Benjamin Henrichs;0.106
David Raum;0.104
Xaver Schlager;0.098
Mohamed Simakan;0.083
Lois Openda;0.074
Janis Blaswich;0.069
Emil Forsberg;0.054
Benjamin Sesko;0.028
Yussuf Poulsen;0.026
Christoph Baumgartner;0.015
Timo Werner;0.005
Christopher Lenz;0.002
