Jogador;Vetor_Estacionario
Florian Sotoca;0.133
Facundo Medina;0.119
Angelo Fulgini;0.113
Przemyslaw Frankowski;0.099
Deiver Machado;0.09
Salis Samed;0.083
Jonathan Gradit;0.074
Elye Wahi;0.061
Nampalys Mendy;0.056
Kevin Danso;0.051
Brice Samba;0.038
Andy Diouf;0.036
Morgan Guilavogui;0.029
Adrien Thomasson;0.017
