Jogador;Vetor_Estacionario
Toby Alderweireld;0.149
Jelle Bataille;0.143
Soumaila Coulibaly;0.14
Owen Wijndal;0.098
Michel-Ange Balikwisha;0.088
Arbnor Muja;0.087
Arthur Vermeeren;0.069
Chidera Ejuke;0.065
Jean Butez;0.045
Vincent Janssen;0.044
Alhassan Yusuf;0.042
Gyrano Kerk;0.029
