Jogador;Vetor_Estacionario
Yaroslav Rakitskyi;0.144
Mykola Matvienko;0.139
Yegor Nazaryna;0.125
Yukhym Konoplya;0.121
Taras Stepanenko;0.101
Irakli Azarovi;0.094
Georgiy Sudakov;0.074
Oleksandr Zubkov;0.066
Danylo Sikan;0.055
Dmytro Kryskiv;0.051
Dmytro Riznyk;0.03
