Jogador;Vetor_Estacionario
Victor Lindelof;0.133
Marcus Rashford;0.127
Bruno Fernandes;0.124
Lisandro Martinez;0.099
Sergio Reguilon;0.097
Casemiro;0.096
Christian Eriksen;0.085
Diogo Dalot;0.085
Andre Onana;0.049
Facundo Pellistri;0.041
Rasmus Hojlund;0.028
Scott McTominay;0.015
Anthony Martial;0.012
Alejandro Garnacho;0.01
