Jogador;Vetor_Estacionario
Georgiy Sudakov;0.152
Mykola Matvienko;0.138
Yaroslav Rakitskyi;0.13
Dmytro Kryskiv;0.097
Newerton;0.084
Valeriy Bondar;0.078
Giorgi Gocholeishvili;0.07
Taras Stepanenko;0.067
Dmytro Riznyk;0.063
Oleksandr Zubkov;0.062
Danylo Sikan;0.047
Yegor Nazaryna;0.013
