Jogador;Vetor_Estacionario
Loris Benito;0.159
Mohamed Ali Camara;0.118
Ulisses Garcia;0.117
Aurele Amenda;0.086
Sandro Lauper;0.085
Cheikh Niasse;0.083
Filip Ugrinic;0.082
Meschack Elia;0.056
Saidy Janko;0.052
Anthony Racioppi;0.049
Silvere Ganvoula;0.03
Lewin Blum;0.027
Darian Males;0.025
Noah Persson;0.022
Cedric Itten;0.011
